1.46, 3.72, -9.11, -0.03, 0.00, -0.01
1.51, 3.73, -9.21, -0.03, -0.02, -0.01
1.56, 3.77, -9.08, -0.04, -0.03, -0.01
1.45, 3.75, -9.18, -0.03, -0.04, -0.00
1.40, 3.66, -9.17, -0.04, -0.03, 0.01
1.43, 3.66, -9.14, -0.05, -0.03, 0.01
1.46, 3.71, -9.17, -0.05, -0.03, 0.00
1.48, 3.71, -9.19, -0.06, -0.04, -0.00
1.33, 3.73, -9.08, -0.08, -0.04, -0.01
1.31, 3.75, -9.15, -0.08, -0.02, -0.01
1.33, 3.79, -9.20, -0.06, -0.01, -0.02
1.36, 3.75, -9.22, -0.04, -0.01, -0.02
1.31, 3.71, -9.17, -0.04, -0.01, -0.02
1.21, 3.68, -9.16, -0.04, -0.00, -0.02
1.24, 3.67, -9.10, -0.04, -0.00, -0.01
1.16, 3.74, -9.22, -0.04, -0.00, -0.02
1.14, 3.68, -9.23, -0.04, -0.00, -0.01
1.01, 3.67, -9.18, -0.02, 0.00, -0.01
1.08, 3.65, -9.16, -0.02, 0.00, -0.02
1.02, 3.62, -9.03, -0.02, -0.01, -0.01
0.98, 3.64, -9.17, -0.04, -0.01, -0.02
0.95, 3.66, -9.09, -0.03, 0.01, -0.01
1.00, 3.68, -9.21, -0.04, 0.01, -0.01
1.04, 3.72, -9.15, -0.04, -0.00, -0.00
1.00, 3.77, -9.23, -0.03, -0.01, -0.00
0.97, 3.75, -9.16, -0.03, 0.01, -0.01
1.01, 3.72, -9.08, -0.03, 0.01, -0.01
1.19, 3.76, -9.09, -0.03, 0.00, -0.02
1.24, 3.77, -9.09, -0.03, -0.01, -0.02
1.24, 3.76, -9.15, -0.03, -0.01, -0.02
1.23, 3.71, -9.11, -0.03, -0.01, -0.02
1.34, 3.76, -9.17, -0.03, -0.01, -0.01
1.29, 3.74, -9.10, -0.04, -0.01, -0.00
1.36, 3.82, -9.16, -0.04, -0.01, 0.00
1.36, 3.80, -9.12, -0.03, -0.02, 0.00
1.31, 3.80, -9.10, -0.02, -0.01, 0.00
1.41, 3.82, -9.19, -0.01, -0.00, 0.00
1.46, 3.73, -9.21, -0.01, -0.00, -0.01
1.40, 3.73, -9.21, -0.01, 0.00, -0.01
1.44, 3.67, -9.11, -0.02, 0.00, -0.02
1.47, 3.71, -9.20, -0.02, -0.00, -0.02
1.45, 3.67, -9.25, -0.02, -0.00, -0.03
1.45, 3.62, -9.12, -0.01, -0.00, -0.03
1.39, 3.50, -9.14, -0.01, -0.01, -0.03
1.41, 3.60, -9.09, -0.03, -0.02, -0.02
1.24, 3.58, -9.09, -0.03, -0.02, -0.01
1.23, 3.58, -9.17, -0.03, -0.02, -0.00
1.13, 3.59, -9.28, -0.04, -0.02, 0.01
1.04, 3.63, -9.21, -0.04, -0.02, 0.01
1.03, 3.57, -9.22, -0.03, -0.01, 0.01
0.99, 3.64, -9.21, -0.02, -0.01, 0.00
1.02, 3.55, -9.28, -0.01, -0.01, -0.01
1.01, 3.48, -9.13, -0.02, -0.02, -0.03
0.95, 3.51, -9.22, -0.04, -0.01, -0.04
0.97, 3.63, -9.14, -0.03, -0.00, -0.04
1.01, 3.65, -9.05, -0.03, -0.00, -0.03
1.08, 3.64, -9.07, -0.04, -0.01, -0.03
1.17, 3.71, -9.14, -0.04, -0.03, -0.01
1.18, 3.77, -9.15, -0.04, -0.03, -0.00
1.16, 3.80, -9.17, -0.03, -0.03, 0.00
1.19, 3.74, -9.25, -0.03, -0.03, 0.01
1.23, 3.79, -9.20, -0.03, -0.03, 0.00
1.22, 3.76, -9.18, -0.03, -0.02, -0.00
1.31, 3.73, -9.16, -0.03, -0.01, -0.01
1.34, 3.76, -9.09, -0.02, -0.01, -0.01
1.31, 3.76, -9.23, -0.03, -0.01, -0.01
1.32, 3.71, -9.07, -0.02, 0.01, -0.01
1.54, 3.71, -9.14, -0.02, 0.01, -0.01
1.49, 3.72, -9.15, -0.03, -0.02, -0.01
1.47, 3.66, -9.17, -0.03, -0.03, -0.01
1.40, 3.63, -9.25, -0.03, -0.02, -0.02
1.38, 3.58, -9.30, -0.04, -0.01, -0.01
1.39, 3.63, -9.03, -0.04, -0.02, -0.01
1.32, 3.60, -9.14, -0.04, -0.02, -0.01
1.26, 3.63, -9.20, -0.04, -0.02, -0.01
1.16, 3.65, -9.15, -0.04, -0.02, 0.00
1.18, 3.60, -9.31, -0.03, -0.02, -0.00
1.06, 3.55, -9.14, -0.03, -0.01, -0.00
1.08, 3.54, -9.15, -0.04, -0.01, -0.00
1.01, 3.55, -9.14, -0.04, -0.01, -0.01
1.10, 3.56, -9.14, -0.04, -0.01, -0.01
1.02, 3.64, -9.17, -0.04, -0.01, -0.02
1.00, 3.56, -9.16, -0.03, -0.01, -0.02
0.94, 3.51, -9.15, -0.04, -0.01, -0.02
0.87, 3.60, -9.10, -0.04, -0.01, -0.02
0.97, 3.60, -9.15, -0.04, -0.01, -0.02
0.98, 3.60, -9.21, -0.03, -0.01, -0.02
0.92, 3.62, -9.15, -0.03, -0.02, -0.02
0.92, 3.61, -9.14, -0.04, -0.02, -0.03
1.07, 3.68, -9.14, -0.03, -0.02, -0.03
1.04, 3.67, -9.22, -0.04, -0.01, -0.04
1.17, 3.71, -9.25, -0.04, 0.01, -0.04
1.19, 3.73, -9.13, -0.04, 0.00, -0.04
