0.79, 2.20, -9.24, -0.99, -0.25, 0.01
0.55, 2.13, -9.42, -1.03, -0.43, -0.02
0.34, 1.97, -9.14, -1.10, -0.46, -0.04
0.18, 1.69, -9.14, -1.18, -0.34, -0.02
0.19, 1.53, -9.02, -1.35, -0.30, -0.04
0.13, 1.67, -8.65, -1.57, -0.48, -0.07
-0.31, 2.13, -8.41, -1.76, -0.64, -0.11
-0.63, 2.69, -8.33, -1.88, -0.58, -0.13
-0.88, 3.04, -8.19, -1.96, -0.44, -0.12
-0.98, 3.60, -7.84, -2.01, -0.43, -0.12
-1.25, 3.89, -7.58, -2.04, -0.47, -0.11
-1.52, 4.38, -7.46, -2.11, -0.42, -0.10
-1.72, 5.15, -7.35, -2.15, -0.34, -0.11
-2.09, 6.08, -7.05, -2.12, -0.28, -0.14
-2.18, 6.74, -6.99, -2.05, -0.18, -0.17
-2.09, 7.29, -6.75, -1.92, -0.00, -0.19
-1.90, 7.69, -6.53, -1.78, 0.06, -0.20
-1.85, 8.40, -6.60, -1.66, -0.03, -0.20
-1.99, 9.12, -6.51, -1.52, -0.10, -0.18
-2.06, 9.58, -6.51, -1.32, -0.01, -0.13
-2.07, 9.71, -6.25, -1.11, 0.17, -0.07
-1.63, 9.50, -6.18, -0.95, 0.25, -0.03
-1.42, 9.38, -6.13, -0.84, 0.16, -0.01
-1.30, 9.49, -5.89, -0.76, 0.02, 0.02
-1.42, 9.78, -5.82, -0.66, -0.00, 0.05
-1.32, 9.81, -5.85, -0.52, 0.11, 0.10
-1.23, 9.62, -5.67, -0.39, 0.21, 0.12
-0.90, 9.10, -5.62, -0.31, 0.19, 0.12
-0.75, 8.79, -5.59, -0.28, 0.08, 0.10
-0.78, 8.81, -5.58, -0.27, -0.00, 0.09
-0.75, 9.00, -5.56, -0.24, -0.01, 0.07
-0.84, 9.10, -5.51, -0.18, 0.04, 0.05
-0.74, 9.16, -5.54, -0.12, 0.06, 0.03
-0.77, 9.21, -5.53, -0.07, 0.02, -0.00
-0.76, 9.28, -5.66, -0.00, -0.01, -0.03
-0.81, 9.35, -5.74, 0.07, -0.00, -0.04
-0.83, 9.30, -5.79, 0.16, 0.04, -0.04
-0.89, 9.11, -5.70, 0.23, 0.07, -0.03
-0.90, 9.01, -5.81, 0.29, 0.05, -0.03
-1.05, 9.28, -5.90, 0.36, 0.00, -0.03
-1.06, 9.72, -6.13, 0.49, -0.00, -0.02
-1.14, 9.67, -6.14, 0.65, 0.08, 0.02
-1.05, 9.10, -6.10, 0.78, 0.15, 0.05
