-3.22, 1.72, -8.65, 0.32, -1.63, -0.59
-3.45, 1.82, -8.70, 0.28, -1.57, -0.57
-3.85, 1.71, -8.63, 0.24, -1.56, -0.52
-4.40, 1.53, -8.70, 0.18, -1.52, -0.46
-5.19, 1.28, -9.02, 0.11, -1.46, -0.40
-6.14, 1.08, -8.88, -0.01, -1.38, -0.30
-6.97, 1.02, -8.67, -0.15, -1.22, -0.15
-7.55, 1.47, -8.59, -0.26, -0.95, 0.06
-7.58, 2.49, -8.52, -0.25, -0.64, 0.25
-7.20, 3.08, -8.49, -0.13, -0.40, 0.36
-6.58, 3.09, -8.41, 0.01, -0.25, 0.36
-6.15, 2.74, -8.37, 0.11, -0.17, 0.31
-5.87, 2.24, -8.34, 0.14, -0.11, 0.24
-5.87, 2.02, -8.42, 0.14, -0.05, 0.20
-5.77, 1.86, -8.42, 0.11, 0.03, 0.18
-5.49, 1.73, -8.43, 0.08, 0.11, 0.16
-5.18, 1.63, -8.32, 0.02, 0.15, 0.14
-5.17, 1.64, -8.43, -0.05, 0.19, 0.12
-5.36, 1.82, -8.53, -0.11, 0.25, 0.10
-5.45, 2.02, -8.50, -0.14, 0.36, 0.11
-5.16, 2.26, -8.57, -0.15, 0.46, 0.12
-4.98, 2.34, -8.59, -0.16, 0.50, 0.13
-4.73, 2.37, -8.50, -0.16, 0.53, 0.14
-4.93, 2.36, -8.53, -0.17, 0.60, 0.14
-5.12, 2.35, -8.62, -0.19, 0.69, 0.17
-5.09, 2.43, -8.62, -0.20, 0.82, 0.19
-4.86, 2.48, -8.68, -0.19, 0.93, 0.21
-4.65, 2.48, -8.77, -0.19, 1.01, 0.22
-4.68, 2.45, -8.79, -0.20, 1.11, 0.23
-4.39, 2.47, -8.68, -0.20, 1.23, 0.24
-4.05, 2.56, -8.73, -0.19, 1.33, 0.26
-3.53, 2.49, -8.78, -0.18, 1.41, 0.27
-3.19, 2.49, -8.82, -0.19, 1.46, 0.27
-2.95, 2.35, -8.78, -0.21, 1.50, 0.27
-2.68, 2.43, -8.80, -0.22, 1.60, 0.27
-2.25, 2.57, -8.90, -0.22, 1.62, 0.27
-1.97, 2.59, -8.81, -0.23, 1.68, 0.27
-1.59, 2.63, -8.86, -0.25, 1.72, 0.25
-1.41, 2.72, -8.81, -0.25, 1.78, 0.24
-1.07, 2.66, -8.72, -0.25, 1.82, 0.23
-1.01, 2.31, -8.68, -0.29, 1.86, 0.22
-1.14, 2.04, -8.66, -0.40, 1.93, 0.20
-1.14, 1.92, -8.69, -0.53, 2.05, 0.21
-0.88, 2.28, -8.38, -0.64, 2.20, 0.22
-0.42, 2.68, -8.21, -0.69, 2.34, 0.26
0.39, 3.21, -8.02, -0.69, 2.44, 0.30
1.26, 3.73, -7.91, -0.65, 2.53, 0.34
2.08, 4.07, -7.75, -0.61, 2.64, 0.38
3.07, 4.06, -8.09, -0.47, 2.60, 0.41
3.76, 3.77, -7.81, -0.42, 2.48, 0.40
4.57, 3.69, -7.66, -0.40, 2.36, 0.38
5.17, 3.71, -7.48, -0.40, 2.18, 0.32
5.66, 3.83, -7.44, -0.38, 1.88, 0.28
5.63, 4.01, -7.45, -0.36, 1.60, 0.26
5.66, 3.94, -7.44, -0.31, 1.51, 0.24
5.59, 3.75, -7.21, -0.30, 1.48, 0.24
5.87, 3.78, -7.30, -0.29, 1.45, 0.25
6.27, 3.81, -7.13, -0.27, 1.37, 0.25
6.72, 3.58, -6.98, -0.26, 1.24, 0.25
6.89, 3.45, -7.03, -0.28, 1.08, 0.22
6.75, 3.31, -7.04, -0.30, 0.96, 0.20
6.76, 3.27, -6.92, -0.35, 0.91, 0.18
6.67, 3.40, -6.88, -0.39, 0.88, 0.17
6.45, 3.31, -6.74, -0.41, 0.84, 0.15
6.43, 3.49, -6.66, -0.44, 0.84, 0.11
6.47, 3.56, -6.62, -0.44, 0.87, 0.07
6.67, 3.75, -6.51, -0.45, 0.89, 0.06
6.91, 3.84, -6.32, -0.46, 0.90, 0.05
7.15, 3.98, -6.21, -0.47, 0.86, 0.04
7.34, 4.23, -6.11, -0.48, 0.79, 0.04
7.48, 4.53, -6.18, -0.47, 0.75, 0.06
7.51, 4.66, -5.93, -0.46, 0.76, 0.09
7.97, 4.74, -5.74, -0.45, 0.77, 0.10
8.39, 4.72, -5.58, -0.46, 0.73, 0.09
8.84, 4.93, -5.50, -0.47, 0.56, 0.08
9.06, 5.21, -5.27, -0.45, 0.31, 0.06
8.89, 5.42, -5.15, -0.41, 0.08, 0.05
8.60, 5.56, -5.25, -0.34, -0.04, 0.05
8.43, 5.53, -5.27, -0.29, -0.11, 0.06
8.29, 5.50, -5.23, -0.25, -0.16, 0.06
8.15, 5.39, -5.27, -0.23, -0.23, 0.06
8.12, 5.37, -5.25, -0.21, -0.31, 0.06
7.86, 5.37, -5.25, -0.18, -0.36, 0.06
7.88, 5.35, -5.33, -0.14, -0.39, 0.05
7.91, 5.33, -5.41, -0.10, -0.40, 0.04
7.99, 5.33, -5.55, -0.07, -0.46, 0.02
7.83, 5.28, -5.50, -0.03, -0.55, -0.00
7.86, 5.26, -5.71, -0.02, -0.60, -0.03
7.70, 5.21, -5.79, 0.05, -0.62, -0.05
7.65, 5.16, -5.93, 0.07, -0.65, -0.07
7.60, 5.08, -5.93, 0.09, -0.71, -0.08
7.52, 4.98, -6.02, 0.11, -0.76, -0.10
7.47, 4.93, -6.09, 0.14, -0.79, -0.10
7.32, 4.75, -6.13, 0.15, -0.82, -0.11
7.27, 4.75, -6.23, 0.17, -0.88, -0.13
7.16, 4.70, -6.39, 0.18, -0.94, -0.13
7.15, 4.63, -6.47, 0.18, -0.95, -0.13
7.30, 4.47, -6.52, 0.18, -0.98, -0.11
7.35, 4.55, -6.56, 0.18, -1.11, -0.10
7.12, 4.51, -6.54, 0.17, -1.28, -0.10
6.79, 4.48, -6.73, 0.17, -1.41, -0.09
6.45, 4.65, -6.81, 0.19, -1.43, -0.07
6.34, 4.87, -6.93, 0.26, -1.43, -0.05
6.04, 4.72, -7.06, 0.31, -1.50, -0.05
5.98, 4.35, -7.31, 0.35, -1.58, -0.08
5.76, 3.96, -7.33, 0.32, -1.67, -0.13
5.40, 3.62, -7.34, 0.26, -1.77, -0.17
5.08, 3.62, -7.28, 0.18, -1.79, -0.20
4.83, 3.69, -7.38, 0.15, -1.76, -0.24
4.61, 3.79, -7.46, 0.13, -1.84, -0.31
4.12, 3.72, -7.49, 0.13, -1.98, -0.40
3.77, 3.74, -7.63, 0.12, -2.07, -0.48
2.90, 3.67, -7.71, 0.10, -2.08, -0.54
2.38, 3.68, -7.99, 0.10, -2.07, -0.57
1.76, 3.80, -8.06, 0.10, -2.05, -0.58
1.29, 3.79, -8.17, 0.12, -2.01, -0.59
0.83, 3.85, -8.32, 0.13, -1.94, -0.59
0.52, 3.78, -8.49, 0.15, -1.84, -0.57
0.20, 3.71, -8.48, 0.16, -1.77, -0.57
-0.03, 3.68, -8.49, 0.16, -1.72, -0.56
-0.33, 3.60, -8.46, 0.16, -1.71, -0.55
-0.59, 3.50, -8.59, 0.14, -1.69, -0.53
-0.71, 3.48, -8.59, 0.11, -1.68, -0.52
-1.01, 3.40, -8.45, 0.08, -1.70, -0.49
-1.24, 3.40, -8.43, 0.04, -1.68, -0.45
-1.24, 3.56, -8.24, 0.01, -1.71, -0.43
-1.61, 3.98, -8.09, 0.00, -1.81, -0.43
-2.26, 4.42, -8.10, 0.07, -1.87, -0.43
-2.94, 4.57, -8.12, 0.15, -1.83, -0.43
-3.60, 4.47, -8.07, 0.24, -1.74, -0.40
-3.78, 4.36, -7.97, 0.31, -1.63, -0.34
-3.90, 3.97, -8.09, 0.37, -1.52, -0.29
-3.83, 3.60, -8.29, 0.39, -1.45, -0.25
-3.81, 3.07, -8.21, 0.35, -1.42, -0.25
-3.75, 2.77, -8.05, 0.27, -1.45, -0.28
-4.09, 2.55, -7.77, 0.18, -1.50, -0.33
-4.77, 2.55, -7.66, 0.10, -1.53, -0.36
-5.41, 2.72, -7.72, 0.04, -1.50, -0.37
-6.06, 2.89, -7.65, 0.01, -1.40, -0.34
-6.62, 3.03, -7.79, -0.02, -1.25, -0.29
-6.99, 3.10, -7.67, -0.03, -1.06, -0.22
-7.31, 3.06, -7.71, -0.05, -0.89, -0.16
-7.35, 3.06, -7.75, -0.06, -0.73, -0.09
-7.34, 3.13, -7.63, -0.08, -0.58, -0.02
-7.22, 3.18, -7.56, -0.08, -0.45, 0.03
-7.21, 3.27, -7.61, -0.06, -0.34, 0.07
-7.04, 3.21, -7.53, -0.06, -0.25, 0.11
-7.16, 3.07, -7.54, -0.08, -0.16, 0.14
-7.07, 3.16, -7.51, -0.08, -0.04, 0.18
-7.09, 3.25, -7.47, -0.10, 0.08, 0.20
-6.84, 3.17, -7.42, -0.09, 0.18, 0.22
-6.56, 3.21, -7.43, -0.10, 0.26, 0.23
-6.32, 3.25, -7.51, -0.11, 0.32, 0.24
-6.08, 3.17, -7.60, -0.12, 0.38, 0.24
-6.02, 3.17, -7.55, -0.13, 0.44, 0.23
-6.00, 3.12, -7.50, -0.15, 0.52, 0.23
-5.82, 3.20, -7.59, -0.18, 0.60, 0.23
-5.58, 3.39, -7.75, -0.20, 0.67, 0.23
-5.55, 3.51, -7.76, -0.20, 0.72, 0.23
-5.45, 3.56, -7.80, -0.21, 0.80, 0.24
-5.35, 3.49, -7.79, -0.23, 0.88, 0.26
-5.15, 3.59, -7.88, -0.24, 0.96, 0.27
-5.01, 3.66, -7.90, -0.26, 1.03, 0.28
-4.52, 3.91, -7.97, -0.29, 1.08, 0.28
-5.01, 3.81, -7.81, -0.32, 1.17, 0.30
-4.75, 4.13, -7.80, -0.31, 1.31, 0.32
-4.25, 4.37, -7.87, -0.25, 1.42, 0.33
-3.72, 4.42, -7.97, -0.18, 1.45, 0.34
-3.40, 4.23, -8.00, -0.14, 1.49, 0.33
-3.30, 3.99, -8.13, -0.13, 1.55, 0.31
-3.33, 3.85, -8.12, -0.14, 1.63, 0.27
-3.11, 3.87, -8.22, -0.14, 1.74, 0.24
-2.56, 3.83, -8.19, -0.14, 1.85, 0.20
-2.09, 3.84, -8.20, -0.14, 1.90, 0.16
-1.70, 3.83, -8.22, -0.15, 1.93, 0.12
-1.56, 3.87, -8.19, -0.16, 1.97, 0.07
-1.14, 3.93, -8.18, -0.16, 2.04, 0.05
-0.73, 4.01, -8.22, -0.16, 2.07, 0.04
-0.57, 4.05, -8.30, -0.17, 2.06, 0.05
-0.38, 4.30, -8.20, -0.19, 2.09, 0.09
0.05, 4.70, -8.06, -0.16, 2.12, 0.15
0.40, 5.07, -7.92, -0.07, 2.15, 0.19
0.82, 4.93, -7.69, 0.03, 2.17, 0.19
1.47, 4.67, -7.78, 0.04, 2.28, 0.16
2.24, 4.42, -7.78, 0.07, 2.28, 0.15
3.03, 4.40, -7.61, 0.07, 2.09, 0.15
3.18, 4.25, -7.67, 0.03, 1.83, 0.16
3.14, 4.10, -7.76, -0.01, 1.63, 0.18
2.78, 4.07, -7.88, -0.05, 1.62, 0.21
2.72, 4.11, -7.95, -0.08, 1.69, 0.25
3.02, 4.12, -7.82, -0.10, 1.77, 0.29
3.28, 4.04, -7.72, -0.13, 1.76, 0.32
3.53, 4.13, -7.63, -0.15, 1.70, 0.35
3.71, 4.08, -7.63, -0.17, 1.69, 0.39
4.13, 4.08, -7.50, -0.18, 1.75, 0.45
4.39, 3.99, -7.36, -0.19, 1.76, 0.50
4.86, 3.95, -7.21, -0.20, 1.73, 0.55
5.32, 4.06, -7.04, -0.21, 1.66, 0.58
5.77, 4.05, -6.93, -0.21, 1.61, 0.61
6.08, 4.06, -6.71, -0.19, 1.57, 0.63
6.47, 3.99, -6.41, -0.19, 1.51, 0.62
6.85, 3.99, -6.18, -0.19, 1.43, 0.59
7.40, 4.04, -6.10, -0.21, 1.38, 0.56
7.85, 4.33, -5.97, -0.21, 1.32, 0.53
8.60, 4.50, -6.05, -0.15, 1.26, 0.50
9.44, 4.52, -5.90, -0.10, 1.13, 0.44
9.88, 4.27, -5.84, -0.03, 0.83, 0.35
10.07, 4.08, -5.77, -0.04, 0.45, 0.23
9.54, 3.97, -5.67, -0.03, 0.14, 0.14
9.14, 3.89, -5.88, -0.03, 0.07, 0.08
8.82, 3.93, -6.01, -0.03, 0.12, 0.05
8.76, 3.86, -5.91, -0.06, 0.09, 0.01
8.70, 3.86, -5.83, -0.09, -0.01, -0.04
8.66, 4.02, -5.83, -0.11, -0.11, -0.08
8.40, 4.19, -5.78, -0.10, -0.19, -0.10
8.15, 4.29, -5.76, -0.09, -0.28, -0.10
7.88, 4.41, -5.87, -0.07, -0.33, -0.08
7.88, 4.44, -5.96, -0.04, -0.28, -0.05
7.94, 4.51, -6.13, -0.02, -0.26, -0.03
8.18, 4.51, -5.97, -0.00, -0.34, -0.01
8.23, 4.58, -6.12, 0.02, -0.46, -0.00
8.26, 4.63, -6.07, 0.05, -0.54, -0.00
8.21, 4.62, -6.24, 0.08, -0.60, -0.03
8.01, 4.67, -6.31, 0.10, -0.67, -0.10
7.93, 4.76, -6.22, 0.17, -0.70, -0.20
7.90, 4.75, -6.21, 0.25, -0.68, -0.33
7.91, 4.72, -6.24, 0.35, -0.75, -0.46
7.72, 4.48, -6.23, 0.42, -0.94, -0.57
7.23, 4.13, -6.48, 0.45, -1.08, -0.62
