0.68, 8.15, -5.76, -0.02, -0.01, -0.01
0.70, 8.10, -5.72, -0.02, -0.01, -0.02
0.58, 8.07, -5.69, -0.02, -0.01, -0.01
0.59, 8.14, -5.71, -0.02, -0.01, -0.01
0.50, 8.07, -5.73, -0.02, -0.01, -0.01
0.58, 8.12, -5.84, -0.03, -0.01, -0.01
0.55, 8.14, -5.76, -0.03, -0.01, -0.01
0.61, 8.18, -5.68, -0.03, -0.01, -0.01
0.69, 8.20, -5.74, -0.04, -0.01, -0.01
0.72, 8.26, -5.73, -0.04, -0.01, -0.01
0.73, 8.24, -5.71, -0.05, -0.02, -0.01
0.83, 8.25, -5.70, -0.05, -0.02, -0.00
0.80, 8.29, -5.73, -0.04, -0.02, -0.01
0.88, 8.20, -5.72, -0.04, -0.02, -0.01
0.93, 8.23, -5.74, -0.04, -0.02, -0.01
0.94, 8.29, -5.76, -0.04, -0.01, -0.02
0.86, 8.27, -5.72, -0.03, -0.01, -0.02
1.00, 8.24, -5.76, -0.03, -0.01, -0.01
1.04, 8.31, -5.74, -0.03, -0.01, -0.01
0.99, 8.17, -5.70, -0.04, -0.01, -0.01
0.98, 8.16, -5.71, -0.05, -0.01, -0.01
0.92, 8.16, -5.72, -0.05, -0.01, -0.01
0.94, 8.19, -5.76, -0.05, -0.01, 0.00
0.82, 8.15, -5.71, -0.05, -0.01, 0.01
0.82, 8.26, -5.72, -0.05, -0.01, 0.01
0.84, 8.26, -5.84, -0.03, -0.01, 0.01
0.81, 8.15, -5.68, -0.02, -0.02, 0.00
0.65, 8.15, -5.85, -0.02, -0.02, -0.01
0.56, 7.96, -5.74, -0.02, -0.01, -0.01
0.55, 7.98, -5.77, -0.03, -0.00, -0.01
0.62, 8.05, -5.74, -0.04, 0.00, -0.01
0.54, 8.07, -5.75, -0.05, 0.01, -0.00
0.62, 8.14, -5.70, -0.05, 0.00, 0.00
0.65, 8.14, -5.72, -0.05, -0.00, 0.01
0.62, 8.15, -5.62, -0.05, -0.02, 0.01
0.63, 8.15, -5.70, -0.04, -0.02, 0.00
